uperp50	25.6361	0.0908334
uperp60	25.666	0.0913855
uperp80	25.5818	0.0924543
uperp90	25.9158	0.102105
uperp100	25.7048	0.099027
uperp110	25.9392	0.0918657
uperp130	26.1322	0.0886445
uperp140	26.1479	0.0778833
uperp160	26.245	0.0942948
uperp180	26.3552	0.0631538
uperp200	26.595	0.061885
uperp240	27.0072	0.0758003
uperp320	27.2078	0.142894
uperp400	27.6351	0.181091
