uperp2	13.6945	0.555353
uperp6	16.9106	0.239203
uperp10	19.5162	0.144435
uperp14	21.5033	0.112957
uperp18	23.3528	0.104985
uperp22	25.3911	0.109281
uperp26	27.0279	0.12328
uperp30	28.358	0.150374
uperp34	30.0956	0.202784
uperp38	31.4689	0.291505
uperp42	32.4093	0.443114
uperp46	33.15	0.69129
uperp50	35.2158	1.11883
uperp54	34.5964	1.74883
uperp58	36.1767	2.04122
